area,bedrooms,bathrooms,location,price
4780,4,2,Chennai,18637528
3306,3,2,Mumbai,21912359
3286,5,1,Mumbai,23191103
2991,3,1,Chennai,11470411
525,4,3,Chennai,4629555
1428,1,2,Vizag,5082466
2703,2,1,Hyderabad,11005192
2536,4,4,Bengaluru,13720983
1068,3,1,Mumbai,8907950
3605,3,1,Chennai,13821172
4928,5,4,Hyderabad,21419152
3996,2,4,Chennai,15576679
3863,2,1,Hyderabad,15544886
1137,1,4,Bengaluru,6456474
525,5,2,Vizag,4589629
1503,2,4,Chennai,7674060
2903,1,1,Vizag,9279119
2405,5,2,Bengaluru,13688883
4800,5,4,Chennai,19767078
2843,5,3,Vizag,12149836
4038,3,2,Hyderabad,17353353
1490,2,4,Mumbai,11959301
3969,4,3,Bengaluru,19580640
2439,5,1,Hyderabad,12194089
736,5,3,Vizag,5593172
1154,5,1,Vizag,6177541
4630,5,1,Chennai,18491811
2157,2,2,Mumbai,14575658
887,3,3,Bengaluru,6593639
3054,3,3,Hyderabad,14050978
4393,3,1,Bengaluru,19720748
1886,4,4,Bengaluru,11987780
4419,5,4,Vizag,17011324
3848,4,3,Chennai,15665855
4053,3,2,Bengaluru,18385061
3860,2,4,Chennai,14873668
1253,5,2,Vizag,6817851
3418,4,3,Bengaluru,17045962
1130,5,4,Vizag,7036516
3630,3,2,Bengaluru,16660611
1114,2,1,Chennai,5455237
3812,5,2,Chennai,16322611
871,1,2,Vizag,4092618
502,3,3,Mumbai,7158327
3508,2,4,Mumbai,23610423
3952,1,4,Hyderabad,16761461
2015,4,2,Chennai,9912865
569,1,3,Bengaluru,3922744
2491,4,4,Bengaluru,14353799
2008,5,1,Bengaluru,11914901
1268,3,2,Mumbai,10335419
4134,4,4,Vizag,15905747
3018,5,3,Hyderabad,15061604
4876,1,2,Chennai,17066997
639,1,2,Hyderabad,3857595
3268,3,1,Chennai,12244232
4915,2,2,Bengaluru,21220598
1799,5,1,Vizag,8068403
607,1,4,Bengaluru,4175761
617,3,3,Vizag,4210872
4524,3,4,Bengaluru,20850512
1558,5,4,Chennai,9014757
4661,3,1,Vizag,14889473
4867,5,1,Vizag,17131306
2661,2,2,Vizag,9198519
633,1,2,Chennai,3484124
4121,3,2,Hyderabad,17220912
2856,2,2,Bengaluru,12627099
3676,5,2,Vizag,14426743
1495,2,1,Chennai,6495185
1127,3,4,Mumbai,10464179
2515,3,3,Chennai,11231816
3007,4,3,Bengaluru,15481842
2406,3,1,Bengaluru,11459977
675,3,1,Mumbai,6737321
4856,3,3,Vizag,17078813
2016,3,4,Vizag,8880713
1813,4,1,Vizag,7652929
1659,5,3,Chennai,9111450
3127,3,1,Bengaluru,14727249
676,1,1,Mumbai,5132754
3666,1,2,Chennai,13361934
2061,4,4,Chennai,10298314
4806,4,3,Mumbai,31366976
2820,1,4,Bengaluru,13484999
2393,2,2,Mumbai,15203970
1715,2,1,Mumbai,11927010
3865,1,4,Hyderabad,15620725
2195,5,1,Hyderabad,11459919
3016,2,2,Bengaluru,13808996
1398,2,2,Vizag,5782861
2824,2,1,Mumbai,17256037
3659,5,2,Mumbai,25570181
2365,3,4,Vizag,9667884
2293,3,3,Vizag,9659876
3276,4,1,Chennai,13649345
3268,5,1,Chennai,13256903
3810,4,4,Bengaluru,19449367
3788,1,2,Chennai,14058711
3858,2,3,Mumbai,22921215
4257,4,3,Bengaluru,20769458
4898,5,3,Hyderabad,20803341
1558,4,4,Bengaluru,9689214
3400,5,3,Bengaluru,17404988
3758,4,3,Vizag,14591299
4722,3,1,Bengaluru,19812929
4852,5,4,Vizag,18881520
965,1,2,Vizag,3716070
1794,4,2,Vizag,7924251
4308,3,3,Vizag,15082957
1927,1,1,Mumbai,11365737
3744,3,1,Hyderabad,15477929
4006,1,3,Hyderabad,15992714
2139,5,3,Mumbai,17548159
4476,4,3,Mumbai,28861480
595,4,3,Mumbai,8278940
2136,1,1,Bengaluru,9710038
3272,5,4,Bengaluru,17805802
627,1,2,Bengaluru,3807710
3496,4,1,Chennai,13402406
3984,4,1,Mumbai,24969574
1415,4,2,Chennai,7563555
4188,2,1,Vizag,13579799
3752,1,2,Hyderabad,15400707
1971,4,2,Vizag,8437167
3307,4,3,Vizag,13236628
2687,4,1,Chennai,12051318
3971,2,4,Chennai,14984861
3982,2,1,Chennai,13448370
3825,4,1,Chennai,14461399
2686,3,1,Vizag,9997166
4915,2,1,Bengaluru,20356093
1858,2,3,Vizag,7015279
4089,1,4,Mumbai,25197441
1476,5,4,Chennai,9226057
1623,4,4,Mumbai,14334001
833,5,4,Mumbai,10940352
4096,3,3,Bengaluru,19331342
4241,2,2,Chennai,16448419
2109,1,4,Vizag,7959964
1553,4,2,Bengaluru,9527387
1225,5,2,Hyderabad,8222411
3893,3,4,Chennai,15554289
913,5,3,Bengaluru,8102302
920,5,4,Hyderabad,7994014
2521,4,1,Chennai,10527015
3440,4,1,Vizag,12801807
3961,3,2,Hyderabad,16055335
1908,3,4,Chennai,9234352
4346,3,3,Vizag,15898763
1965,3,4,Vizag,8413113
2190,3,4,Chennai,9941076
2271,2,4,Bengaluru,11466335
2904,1,3,Hyderabad,11912931
741,3,1,Chennai,4269185
4261,3,1,Hyderabad,17359571
4563,5,4,Bengaluru,22206824
4134,5,2,Hyderabad,18789450
2141,1,2,Bengaluru,9340263
2532,5,4,Chennai,12312389
2724,5,4,Mumbai,20880413
3427,3,2,Bengaluru,15594576
3798,1,3,Vizag,12533129
1183,3,3,Hyderabad,6808336
3944,4,2,Vizag,14200531
2007,5,1,Bengaluru,11570037
1169,4,1,Hyderabad,6827876
4341,3,3,Chennai,16958746
2736,2,2,Hyderabad,11642732
2201,2,3,Bengaluru,10466503
3570,5,4,Mumbai,24911210
2264,5,1,Mumbai,16996766
3083,5,4,Vizag,12957413
4707,1,1,Bengaluru,20109197
3165,3,2,Bengaluru,14790112
2831,3,3,Mumbai,20091949
2373,1,1,Chennai,8772681
4042,1,3,Mumbai,24332361
730,1,4,Chennai,4493657
3603,3,2,Mumbai,23792633
871,1,4,Mumbai,7480410
3777,2,1,Vizag,12106356
2795,5,1,Bengaluru,14902231
1168,3,1,Hyderabad,6462636
2155,1,4,Mumbai,14751352
2107,2,1,Chennai,8033230
1981,5,1,Vizag,8849227
4391,3,2,Bengaluru,20187738
3651,2,4,Mumbai,23887373
1811,4,3,Chennai,8955041
953,1,2,Bengaluru,5273106
2298,5,3,Chennai,11296834
4312,5,2,Bengaluru,21149278
973,5,2,Bengaluru,8284623
4353,5,1,Mumbai,28166590
4730,2,4,Chennai,18471694
4697,4,2,Mumbai,30148077
3586,2,1,Vizag,11637134
3194,2,4,Chennai,12820644
2533,4,1,Chennai,10758429
1161,3,3,Vizag,5931495
4150,2,3,Vizag,14760589
1731,3,1,Bengaluru,9007253
4151,4,2,Chennai,16371641
1290,1,1,Bengaluru,6239103
4805,4,3,Chennai,19117666
2636,2,4,Vizag,9752946
710,1,3,Hyderabad,3861481
4295,3,1,Mumbai,27862321
989,3,3,Mumbai,9909021
3522,1,1,Mumbai,20778069
4126,5,2,Vizag,15210751
864,5,1,Chennai,5813493
3315,5,4,Bengaluru,17063328
3040,4,2,Hyderabad,14001460
2628,4,1,Bengaluru,13628050
1504,3,1,Vizag,6497366
1704,4,1,Bengaluru,9664953
4193,1,1,Hyderabad,16197362
2805,3,3,Bengaluru,13942139
4589,4,3,Mumbai,30144744
4500,5,1,Hyderabad,19138220
3162,5,4,Mumbai,24505256
2167,3,2,Vizag,8419451
3520,4,4,Mumbai,24735944
4377,2,1,Hyderabad,16645250
2155,1,2,Chennai,8370476
2227,1,2,Hyderabad,9325061
1645,4,1,Chennai,8035366
4515,2,3,Chennai,16759706
1200,3,4,Bengaluru,8055356
1625,5,3,Bengaluru,10993935
4389,1,1,Mumbai,24848615
2456,2,4,Vizag,9079529
1477,3,2,Chennai,6983015
1797,5,3,Chennai,9591213
3778,4,4,Chennai,16139643
2917,4,2,Vizag,11322911
2193,1,3,Vizag,7648278
1930,2,3,Hyderabad,9124826
3335,5,1,Bengaluru,17005023
3342,4,1,Vizag,13002257
1899,2,3,Chennai,8317600
2617,5,1,Bengaluru,13102154
4337,1,3,Vizag,14327467
2565,5,3,Vizag,11040063
3302,4,3,Hyderabad,15377084
4925,3,2,Bengaluru,21958950
1826,1,1,Vizag,6583799
3143,4,2,Hyderabad,14262712
1773,1,1,Chennai,6982736
4480,5,2,Chennai,18004587
1528,1,3,Chennai,6576587
4072,4,1,Hyderabad,18380670
1244,2,2,Chennai,5811075
791,5,2,Mumbai,9673254
4195,1,3,Chennai,14883478
4901,5,1,Chennai,18549205
2074,5,4,Bengaluru,12598468
3867,5,4,Mumbai,26483754
2503,1,3,Vizag,9084273
2996,1,4,Mumbai,19326554
1226,5,1,Chennai,6892490
4977,1,1,Vizag,15320374
2920,1,3,Hyderabad,12303113
3192,3,2,Mumbai,21316782
510,2,2,Bengaluru,4173553
4648,1,4,Hyderabad,19190964
3250,3,2,Mumbai,22130436
3035,5,2,Hyderabad,14254453
1651,4,2,Mumbai,13936970
4686,2,3,Vizag,15974887
2664,5,2,Vizag,11442971
2975,1,1,Bengaluru,12900994
4282,1,4,Mumbai,24950033
550,2,1,Bengaluru,3627963
4123,1,2,Vizag,13098526
560,1,1,Chennai,2635046
3649,5,1,Chennai,14865967
2253,4,1,Vizag,8756672
543,2,1,Chennai,3102261
4075,3,4,Chennai,16087144
797,1,1,Mumbai,6104053
808,2,4,Vizag,4640875
1986,4,2,Vizag,8435900
2900,1,4,Mumbai,18479595
2968,3,1,Chennai,11938147
3250,4,1,Bengaluru,16077639
3324,4,4,Hyderabad,15851269
3134,1,3,Bengaluru,14296151
2157,5,1,Vizag,8993613
2665,4,3,Chennai,12126148
2207,2,2,Vizag,8184149
2717,2,3,Bengaluru,12979908
2207,2,1,Mumbai,14247928
3188,5,3,Chennai,14488058
1798,1,3,Bengaluru,8888512
4636,4,4,Hyderabad,20671859
3977,5,1,Vizag,15030446
2171,2,1,Bengaluru,9665310
2262,4,3,Hyderabad,11415809
3918,3,2,Bengaluru,18130197
1064,2,2,Chennai,5199780
1152,1,2,Hyderabad,5441450
600,2,1,Hyderabad,3988213
2480,1,4,Vizag,8914654
2365,5,4,Vizag,10595534
3101,2,2,Vizag,11146420
4995,2,3,Bengaluru,21808343
1617,3,2,Hyderabad,8147146
2770,4,2,Vizag,10801899
2746,3,1,Chennai,11173826
3972,1,2,Mumbai,23306131
3614,4,3,Hyderabad,16421943
2546,3,3,Chennai,10438452
507,3,3,Vizag,3984248
3419,1,3,Hyderabad,14375284
2514,5,2,Bengaluru,13617148
1900,1,2,Mumbai,12355251
848,1,4,Chennai,4598372
3620,5,3,Mumbai,25299623
789,5,3,Vizag,5863712
3578,4,4,Hyderabad,16720928
1387,2,1,Mumbai,9760300
4788,2,2,Bengaluru,21618125
3447,1,1,Mumbai,20409146
848,2,2,Bengaluru,5451757
1785,5,2,Bengaluru,10694269
1949,2,4,Mumbai,14239812
1503,5,3,Mumbai,14436789
1282,5,1,Vizag,6476095
2571,1,3,Hyderabad,10966773
1199,1,2,Bengaluru,6250343
4408,4,4,Hyderabad,19990477
4528,4,4,Vizag,17723584
2369,3,3,Bengaluru,11932341
3481,4,4,Hyderabad,16308375
4291,2,1,Vizag,14307275
1503,1,2,Mumbai,9915672
798,1,1,Chennai,3376340
976,5,1,Mumbai,10187402
3415,2,4,Chennai,13523951
1449,3,1,Hyderabad,6786376
3398,1,4,Mumbai,22295145
3141,3,2,Hyderabad,13502301
2298,3,1,Mumbai,15996910
1372,1,4,Chennai,6527912
4828,3,3,Hyderabad,20489907
2016,5,3,Vizag,9596694
2040,3,4,Vizag,8777471
3185,3,4,Chennai,13532599
1688,3,1,Bengaluru,8876555
2852,3,4,Bengaluru,14311118
4006,3,1,Bengaluru,19046965
2730,3,4,Chennai,11524371
1489,5,1,Chennai,8191196
4236,3,4,Vizag,15773900
4521,5,4,Vizag,17399857
1853,2,4,Chennai,8386269
2250,1,3,Chennai,8923160
4378,5,1,Hyderabad,18586100
3590,4,2,Vizag,13354760
4466,5,4,Bengaluru,22886765
657,1,2,Vizag,3178746
3625,5,4,Mumbai,25585141
1009,5,4,Hyderabad,8049478
3631,4,3,Hyderabad,16124583
4695,3,2,Hyderabad,19046267
4539,4,4,Hyderabad,20257413
3328,5,1,Mumbai,23312363
2738,1,4,Hyderabad,11645839
2514,2,3,Bengaluru,12230094
644,3,1,Hyderabad,4265442
2635,1,2,Bengaluru,11264440
2100,3,3,Vizag,8651425
1755,2,2,Hyderabad,8204279
2953,5,2,Chennai,13211182
3503,3,1,Mumbai,22364578
3449,5,4,Mumbai,25137531
999,2,4,Bengaluru,6947149
4604,3,4,Bengaluru,22302193
2188,5,2,Bengaluru,12588808
2423,3,3,Chennai,10550396
4254,4,4,Hyderabad,20007516
567,5,1,Hyderabad,5419424
4314,4,1,Chennai,16702246
1299,1,3,Hyderabad,6141389
2191,4,3,Hyderabad,11534129
4966,1,4,Hyderabad,19994528
1660,3,2,Vizag,7436422
552,3,3,Vizag,4069213
1001,5,3,Hyderabad,7644382
4513,1,2,Chennai,16591704
2363,4,2,Bengaluru,12887656
552,5,4,Mumbai,10026367
3007,2,2,Vizag,10231385
1944,4,1,Hyderabad,10055823
3023,5,3,Bengaluru,16184558
1165,2,2,Bengaluru,6824754
1593,3,4,Bengaluru,9565946
809,1,2,Bengaluru,4517041
3601,4,3,Vizag,13323880
3363,5,4,Chennai,14461558
4798,3,2,Bengaluru,20581550
2877,3,1,Bengaluru,13552327
2559,3,1,Chennai,10530719
1547,3,3,Hyderabad,8451027
1926,4,1,Mumbai,14521412
4526,2,2,Vizag,15012015
3856,4,4,Chennai,16422441
4080,2,2,Mumbai,24634145
2445,1,1,Chennai,8989825
1580,1,3,Hyderabad,7353980
3294,3,4,Bengaluru,16838400
2246,4,1,Chennai,10003458
3301,5,4,Hyderabad,16468153
3800,4,2,Hyderabad,17233168
686,2,3,Vizag,3823622
3947,1,4,Chennai,14929507
1863,2,4,Hyderabad,9165038
4259,3,1,Bengaluru,19207130
3292,5,4,Vizag,13868127
1399,3,4,Hyderabad,8232642
4054,3,4,Vizag,14533588
4994,5,2,Chennai,19737516
3242,1,4,Hyderabad,14096118
1473,1,2,Hyderabad,6436458
2623,5,4,Hyderabad,13883289
4376,5,3,Chennai,18114734
977,3,1,Bengaluru,5888152
858,5,2,Mumbai,10462936
887,1,4,Bengaluru,5838527
3842,3,2,Mumbai,24727540
3001,3,1,Chennai,11570203
1261,4,3,Mumbai,12103683
4000,1,3,Vizag,13785702
3253,4,1,Hyderabad,14981608
540,5,3,Mumbai,9226782
4328,4,2,Hyderabad,18638973
3955,3,3,Bengaluru,19083592
4250,3,1,Mumbai,25911929
2469,2,3,Mumbai,16419820
1842,1,3,Mumbai,12554390
3319,4,1,Hyderabad,14615611
3290,5,2,Bengaluru,16780844
2753,3,1,Mumbai,18132028
3256,2,3,Hyderabad,13869463
1509,3,3,Vizag,6600915
2989,1,4,Hyderabad,12668410
2878,5,1,Mumbai,20766666
1261,5,2,Vizag,6929249
4660,1,3,Hyderabad,19114895
3654,5,4,Bengaluru,18968423
4654,1,1,Hyderabad,17666810
3835,1,2,Chennai,13943056
4106,1,3,Bengaluru,17540578
1118,3,1,Vizag,5244356
3426,4,3,Hyderabad,15546313
1324,5,3,Bengaluru,10050789
998,5,1,Mumbai,10397359
4378,5,2,Bengaluru,21536632
523,3,1,Chennai,3871998
2515,4,3,Mumbai,18283627
1846,3,4,Chennai,9059864
2410,5,3,Vizag,10454283
665,2,4,Mumbai,7224137
1695,1,4,Bengaluru,8798014
1893,5,4,Mumbai,17183931
3315,2,4,Chennai,13469645
3618,5,4,Bengaluru,18673084
2541,3,3,Hyderabad,12068694
3648,5,1,Bengaluru,18229965
3957,4,2,Hyderabad,17440070
4046,5,1,Mumbai,26884156
2237,1,4,Hyderabad,9836713
4563,3,2,Vizag,15145580
1831,1,1,Hyderabad,7766948
3934,2,1,Chennai,14486703
3453,1,3,Bengaluru,15724981
3676,1,2,Mumbai,21441241
1254,1,4,Hyderabad,6402936
3842,3,4,Mumbai,25223456
3173,4,3,Mumbai,21567384
657,5,2,Hyderabad,5959304
1270,1,4,Vizag,5710682
3248,4,4,Vizag,12714099
4944,5,1,Vizag,17352674
608,5,2,Vizag,4873693
3065,3,3,Chennai,12577677
4039,3,3,Vizag,14688430
1284,1,4,Bengaluru,7377136
850,4,2,Bengaluru,6784644
4036,1,2,Mumbai,23005787
2785,2,2,Bengaluru,13276372
1100,3,4,Bengaluru,8216889
4968,4,3,Bengaluru,22817066
895,1,1,Bengaluru,4691023
917,2,1,Mumbai,7332427
4106,2,2,Mumbai,25485753
4679,5,2,Hyderabad,19543210
4712,4,2,Bengaluru,22170571
2481,5,2,Bengaluru,13415735
566,5,3,Hyderabad,6233203
1289,5,1,Vizag,6561947
4800,2,1,Hyderabad,18569631
2443,5,2,Chennai,11044664
2921,5,3,Bengaluru,15181061
1504,1,4,Mumbai,11142513
954,5,3,Vizag,6063934
1999,4,2,Bengaluru,10984754
2430,3,2,Vizag,9032144
4547,5,1,Hyderabad,20129098
4787,5,3,Mumbai,32855850
3087,1,3,Vizag,10714750
601,3,3,Hyderabad,5101031
4626,4,2,Hyderabad,20068622
4792,3,3,Hyderabad,19942886
831,4,4,Bengaluru,7002725
2349,2,4,Hyderabad,10966917
2654,2,4,Mumbai,18257321
2453,3,4,Mumbai,18485268
3365,3,2,Chennai,13230298
2462,3,2,Bengaluru,12148246
1128,5,4,Vizag,6739517
4563,1,4,Mumbai,27650351
3247,2,1,Mumbai,20367372
2559,3,2,Bengaluru,12168018
1961,2,2,Vizag,7375097
4796,2,2,Mumbai,29407932
3224,5,1,Hyderabad,14873649
3060,5,2,Mumbai,22172022
4458,4,2,Vizag,16612890
2927,4,1,Hyderabad,12847771
4245,2,3,Mumbai,27188678
781,2,3,Vizag,3899570
4472,5,2,Mumbai,29825571
2220,1,4,Vizag,8258543
3276,4,1,Bengaluru,15829739
1452,5,4,Vizag,8079426
4884,3,2,Mumbai,29926509
3510,5,1,Hyderabad,16353475
758,1,2,Hyderabad,4242016
2927,3,1,Chennai,11822225
1441,5,4,Vizag,8492703
4285,2,4,Hyderabad,17405509
4400,2,3,Bengaluru,19809999
2766,4,1,Mumbai,19168374
730,4,1,Bengaluru,6075951
2794,5,2,Bengaluru,15148342
1711,5,1,Hyderabad,9623863
3256,3,4,Bengaluru,16328274
2852,5,2,Vizag,11913035
4592,3,2,Chennai,16866933
1784,3,1,Chennai,7901221
3695,4,4,Bengaluru,18007419
1368,4,4,Hyderabad,9034175
1508,1,4,Bengaluru,7808287
4290,4,2,Mumbai,27681807
505,5,2,Hyderabad,5490648
4228,3,4,Vizag,15333659
1622,3,4,Hyderabad,9005637
2229,4,3,Vizag,9196495
3206,5,3,Mumbai,23789967
2356,5,4,Hyderabad,12564725
960,3,1,Mumbai,8671255
3283,5,1,Bengaluru,16252240
623,3,2,Hyderabad,4524230
4153,3,1,Bengaluru,18082746
713,3,4,Hyderabad,5625431
4717,5,2,Chennai,18424771
2016,2,1,Chennai,7875119
2724,2,4,Vizag,10450362
1913,3,1,Hyderabad,9371344
646,5,1,Vizag,4663206
1905,4,2,Vizag,8352430
4928,3,3,Hyderabad,20864351
2322,4,1,Chennai,10066169
2442,2,1,Vizag,8472584
2885,3,1,Hyderabad,12335043
3950,4,1,Mumbai,25363360
4319,3,4,Vizag,15747010
4913,1,3,Vizag,15725543
4017,4,3,Chennai,16712701
3380,1,1,Mumbai,19997332
1406,3,3,Hyderabad,7517588
3560,1,1,Mumbai,21061747
1642,1,2,Chennai,6909579
3709,2,2,Mumbai,22106692
4395,2,4,Hyderabad,19063167
2838,3,4,Vizag,11714720
1655,5,1,Hyderabad,9163948
1134,2,2,Mumbai,9136080
4613,3,2,Vizag,16230680
2717,3,4,Bengaluru,14634648
4620,1,4,Vizag,15421483
2309,1,2,Chennai,8542804
2167,5,4,Hyderabad,12607462
1884,4,3,Chennai,9548565
2810,2,1,Hyderabad,11668105
4670,2,3,Vizag,16467657
2920,2,1,Vizag,10357667
1459,2,4,Hyderabad,7840974
3233,1,1,Bengaluru,14113689
947,4,1,Mumbai,9384736
4946,3,2,Chennai,18943126
2472,2,3,Vizag,9206911
1408,1,3,Mumbai,10457443
3570,2,4,Chennai,14218429
3882,4,1,Hyderabad,16692360
1284,5,4,Chennai,8097567
2012,5,2,Vizag,9316377
4108,2,4,Mumbai,25935491
3938,4,4,Chennai,16516977
1129,2,2,Hyderabad,6032238
2409,1,3,Vizag,8633760
4340,2,2,Vizag,14611538
4140,3,1,Hyderabad,17577203
2945,4,3,Vizag,12169296
3196,2,4,Mumbai,20766665
4515,4,3,Hyderabad,19769781
4363,2,3,Bengaluru,19575392
2296,1,3,Vizag,7918561
3139,3,3,Mumbai,20768958
3946,4,4,Hyderabad,17858104
737,2,2,Mumbai,6758597
2560,3,2,Mumbai,17422823
1843,4,2,Hyderabad,9873426
4482,5,4,Hyderabad,20413034
3984,2,3,Hyderabad,16085131
1069,3,4,Hyderabad,6990710
4106,2,1,Chennai,15171250
1426,3,2,Bengaluru,8432146
1266,2,1,Mumbai,9563149
4847,3,1,Bengaluru,21308848
1335,3,3,Vizag,6348364
4748,2,4,Bengaluru,21027111
2346,5,4,Vizag,10143001
1278,3,2,Chennai,6753330
3936,2,1,Vizag,13369121
2801,2,4,Hyderabad,13129203
2795,1,4,Hyderabad,11866124
1101,5,2,Vizag,6340298
2180,3,3,Mumbai,15528716
4519,3,3,Mumbai,28472358
545,5,1,Mumbai,7759851
1164,4,4,Chennai,7678054
1584,3,1,Bengaluru,8685095
4110,1,4,Hyderabad,16658792
2981,1,3,Chennai,11497673
1092,2,4,Hyderabad,6650249
1634,5,3,Chennai,9542866
3071,3,4,Mumbai,22101415
877,2,1,Vizag,3879477
976,4,2,Vizag,5694800
537,4,4,Chennai,5250993
3908,4,1,Vizag,14178068
924,1,2,Vizag,3984927
1248,1,4,Chennai,6126965
3002,1,1,Bengaluru,13405570
4352,4,1,Vizag,15265489
3135,4,2,Mumbai,21650407
4620,1,1,Hyderabad,16989579
3126,4,3,Vizag,12304294
1564,3,2,Vizag,6760443
4919,4,1,Bengaluru,21865531
2077,1,2,Hyderabad,8663741
1771,2,2,Hyderabad,8374245
1441,5,3,Vizag,7608646
3723,3,2,Bengaluru,17006733
3885,5,2,Hyderabad,18199728
1838,4,3,Mumbai,14777620
511,3,3,Mumbai,6980401
4176,2,4,Bengaluru,19251775
4539,4,3,Chennai,19006228
1324,1,1,Vizag,4922712
2604,1,3,Bengaluru,12047111
768,3,1,Chennai,4489942
1599,3,2,Chennai,7144720
4791,3,3,Chennai,18663471
812,1,2,Vizag,3655189
2659,2,4,Vizag,9861871
4474,2,3,Hyderabad,18234277
2032,1,3,Vizag,7756588
3249,2,1,Bengaluru,13574528
1959,4,4,Chennai,9915425
2341,4,4,Mumbai,19235339
695,2,4,Vizag,4194647
1500,2,1,Chennai,6431343
2902,1,3,Vizag,10198526
3244,5,1,Chennai,13602212
534,4,3,Chennai,4727294
4570,1,4,Vizag,15218454
4953,1,2,Vizag,15675816
2650,3,1,Vizag,9558623
1127,3,3,Mumbai,10327532
1625,1,1,Mumbai,10046523
2768,3,4,Hyderabad,13362776
2340,1,2,Hyderabad,9885241
3321,5,3,Vizag,13529142
2872,4,3,Hyderabad,13060947
845,5,2,Hyderabad,6889506
3379,2,2,Chennai,13027922
2280,4,4,Chennai,11360399
4964,2,3,Bengaluru,21546424
3855,5,1,Mumbai,25256460
4337,3,2,Hyderabad,17926778
2156,2,3,Hyderabad,9481456
3487,4,1,Mumbai,22693535
4418,4,1,Vizag,16422393
2459,3,3,Bengaluru,12535734
4679,5,4,Bengaluru,22769853
2150,1,3,Mumbai,14180427
3866,3,1,Chennai,14582423
4688,2,1,Hyderabad,18506205
563,2,2,Chennai,3517844
2526,1,1,Chennai,9146927
4390,2,1,Vizag,14506689
2030,2,2,Hyderabad,9818665
2327,1,4,Hyderabad,10756182
1992,1,1,Chennai,7269241
1595,4,3,Vizag,7732113
4723,3,3,Chennai,17526378
3002,5,1,Bengaluru,14772413
2240,4,1,Vizag,9004378
2079,2,3,Chennai,8565521
2163,2,3,Vizag,8465903
609,3,4,Bengaluru,5820089
691,2,1,Mumbai,6041615
2875,3,2,Hyderabad,13321088
991,3,3,Chennai,5921241
3912,5,4,Hyderabad,18895421
3718,4,4,Hyderabad,17770208
3007,5,1,Hyderabad,14430171
3727,5,2,Hyderabad,16883797
3849,3,3,Hyderabad,17233277
4661,2,1,Chennai,16803575
1119,1,2,Bengaluru,5808393
2575,4,2,Bengaluru,13341095
790,3,2,Hyderabad,5554141
1269,3,2,Vizag,6130847
3458,4,3,Chennai,14660695
2647,5,3,Vizag,11387656
1882,3,3,Mumbai,14439548
2654,4,4,Mumbai,19927791
2940,1,4,Bengaluru,13944030
571,2,2,Hyderabad,3936999
2109,2,3,Bengaluru,10081686
1890,5,4,Mumbai,17402165
2531,5,3,Mumbai,19555018
787,2,3,Bengaluru,5265623
1916,5,4,Chennai,10448312
3801,3,4,Vizag,13926285
1924,4,2,Bengaluru,11068917
2920,3,3,Hyderabad,14048408
4186,2,1,Vizag,14199772
1225,4,1,Vizag,5693843
1089,2,1,Bengaluru,5828483
2736,3,3,Vizag,10403310
921,4,1,Mumbai,9439575
4521,3,4,Bengaluru,21369158
677,3,1,Chennai,4223962
2981,3,4,Chennai,12450545
642,1,2,Mumbai,5405189
2180,2,1,Chennai,8526174
3419,5,4,Mumbai,25992053
1961,2,3,Vizag,7539187
1653,5,1,Chennai,8470897
2700,2,3,Vizag,9829978
4839,1,4,Mumbai,29170917
2807,2,1,Chennai,10548980
2296,1,4,Chennai,9566653
2106,1,4,Vizag,8163186
786,5,3,Chennai,6475063
4203,3,4,Vizag,15382989
1428,5,4,Bengaluru,10277939
2949,2,1,Hyderabad,12163633
4862,1,2,Mumbai,28159964
4600,4,2,Mumbai,29328142
4450,4,1,Vizag,15656632
4355,4,4,Bengaluru,20995457
3344,2,2,Vizag,11495925
3315,1,4,Hyderabad,14348513
606,2,2,Bengaluru,4399141
1376,4,1,Mumbai,11436466
4643,1,3,Hyderabad,19039602
924,4,3,Mumbai,10177500
1334,5,2,Hyderabad,8851838
4691,1,2,Bengaluru,20307454
4837,1,3,Mumbai,28662161
4687,4,4,Vizag,16515412
911,5,3,Mumbai,11292766
4655,1,4,Bengaluru,20878076
3299,1,1,Hyderabad,12746328
4791,4,1,Bengaluru,22256497
1551,3,4,Mumbai,12794104
4184,2,4,Mumbai,26442058
2436,4,3,Bengaluru,13437740
3025,1,4,Chennai,11714497
2338,1,4,Mumbai,15336246
1401,5,2,Bengaluru,9910674
2262,4,3,Vizag,9337606
3618,1,1,Bengaluru,14976465
2598,2,4,Bengaluru,12385039
2501,5,1,Mumbai,19206639
2510,5,1,Chennai,11303451
1152,5,2,Chennai,7257223
2860,4,3,Chennai,12276126
2142,4,3,Chennai,10329663
3945,4,2,Chennai,15807387
4492,4,2,Mumbai,27652551
4960,3,4,Bengaluru,23235378
1088,4,2,Hyderabad,7194772
1201,3,2,Chennai,6429519
2126,5,4,Bengaluru,12820399
2353,1,4,Mumbai,15776545
4136,4,3,Chennai,16591665
1737,3,4,Chennai,8694446
1249,3,3,Mumbai,11547632
1236,5,2,Chennai,7183661
3531,3,1,Bengaluru,16400963
4188,4,2,Chennai,15929762
1200,3,1,Mumbai,9725414
2814,4,1,Chennai,11917274
774,4,2,Vizag,5156101
4561,3,3,Bengaluru,22177524
2919,4,3,Chennai,12133070
526,2,2,Bengaluru,4224553
3921,1,2,Bengaluru,16229229
1882,1,3,Chennai,7820964
